,Position 0.0 mm,Position 1.0 mm,Position 2.0 mm,Position 3.0 mm,Position 4.0 mm,Position 5.0 mm,Position 6.0 mm,Position 7.0 mm,Position 8.0 mm,Position 9.0 mm,Position 10.0 mm,Position 11.0 mm,Position 12.0 mm,Position 13.0 mm,Position 14.0 mm,Position 15.0 mm,Position 16.0 mm,Position 17.0 mm,Position 18.0 mm,Position 19.0 mm,Position 20.0 mm,Position 21.0 mm,Position 22.0 mm,Position 23.0 mm,Position 24.0 mm,Position 25.0 mm,Position 26.0 mm
369,1000.00,942.48,885.24,828.59,772.80,718.13,664.82,613.10,563.15,515.15,469.22,425.46,383.94,344.69,307.71,272.95,240.35,209.81,181.21,154.40,129.20,105.42,82.85,61.26,40.42,20.08,0.00
370,1000.00,942.55,885.39,828.81,773.08,718.47,665.22,613.54,563.64,515.67,469.76,426.02,384.51,345.26,308.26,273.49,240.86,210.30,181.66,154.80,129.55,105.72,83.09,61.45,40.55,20.15,0.00
371,1000.00,942.62,885.53,829.02,773.36,718.81,665.61,613.99,564.12,516.19,470.31,426.58,385.08,345.82,308.82,274.03,241.38,210.78,182.10,155.21,129.91,106.02,83.34,61.63,40.67,20.21,0.00
372,1000.00,942.69,885.68,829.23,773.64,719.15,666.01,614.43,564.60,516.70,470.84,427.14,385.64,346.39,309.37,274.56,241.89,211.26,182.55,155.61,130.26,106.32,83.58,61.82,40.80,20.27,0.00
373,1000.00,942.77,885.82,829.45,773.91,719.49,666.40,614.87,565.08,517.21,471.38,427.69,386.20,346.95,309.92,275.10,242.40,211.74,182.99,156.01,130.61,106.62,83.83,62.00,40.92,20.34,0.00
374,1000.00,942.84,885.96,829.66,774.19,719.82,666.79,615.30,565.56,517.72,471.92,428.24,386.76,347.50,310.47,275.63,242.91,212.22,183.43,156.40,130.96,106.92,84.07,62.19,41.05,20.40,0.00
375,1000.00,942.91,886.11,829.87,774.46,720.15,667.17,615.74,566.04,518.23,472.45,428.79,387.32,348.06,311.02,276.16,243.42,212.69,183.87,156.80,131.31,107.22,84.31,62.37,41.17,20.46,0.00
376,1000.00,942.98,886.25,830.08,774.74,720.49,667.56,616.17,566.51,518.74,472.98,429.34,387.87,348.61,311.56,276.69,243.92,213.17,184.31,157.20,131.66,107.52,84.55,62.56,41.29,20.52,0.00
377,1000.00,943.05,886.39,830.28,775.01,720.82,667.94,616.60,566.98,519.24,473.51,429.88,388.42,349.17,312.11,277.22,244.43,213.64,184.75,157.59,132.01,107.81,84.80,62.74,41.42,20.58,0.00
378,1000.00,943.12,886.53,830.49,775.28,721.15,668.33,617.03,567.45,519.74,474.03,430.42,388.97,349.71,312.65,277.74,244.93,214.11,185.18,157.98,132.35,108.11,85.04,62.92,41.54,20.65,0.00
379,1000.00,943.19,886.67,830.70,775.55,721.48,668.71,617.46,567.92,520.24,474.56,430.96,389.52,350.26,313.19,278.26,245.43,214.58,185.62,158.38,132.70,108.40,85.28,63.11,41.66,20.71,0.00
380,1000.00,943.26,886.81,830.90,775.82,721.80,669.09,617.89,568.39,520.74,475.08,431.50,390.07,350.81,313.73,278.79,245.93,215.05,186.05,158.77,133.04,108.69,85.51,63.29,41.78,20.77,0.00
381,1000.00,943.33,886.95,831.11,776.09,722.13,669.47,618.31,568.85,521.24,475.60,432.04,390.61,351.35,314.26,279.31,246.42,215.52,186.48,159.16,133.39,108.99,85.75,63.47,41.91,20.83,0.00
382,1000.00,943.40,887.08,831.31,776.35,722.45,669.84,618.74,569.31,521.73,476.12,432.57,391.15,351.89,314.80,279.82,246.92,215.99,186.91,159.54,133.73,109.28,85.99,63.65,42.03,20.89,0.00
383,1000.00,943.47,887.22,831.51,776.62,722.78,670.22,619.16,569.77,522.22,476.64,433.10,391.69,352.43,315.33,280.34,247.41,216.45,187.34,159.93,134.07,109.57,86.23,63.83,42.15,20.95,0.00
